Year,NOC,strong_point,hhi,award_rate,host,participate_num,history_performance
1960,LCA,0,0.0,0.0,ITA,0,0.0
1964,LCA,0,0.0,0.0,JPN,0,0.0
1968,LCA,0,0.0,0.0,MEX,0,0.0
1972,LCA,0,0.0,0.0,FRG,0,0.0
1976,LCA,0,0.0,0.0,CAN,0,0.0
1980,LCA,0,0.0,0.0,URS,0,0.0
1984,LCA,0,0.0,0.0,USA,0,0.0
1988,LCA,0,0.0,0.0,KOR,0,0.0
1992,LCA,0,0.0,0.0,ESP,0,0.0
1996,LCA,0,0.0,0.0,USA,6,0.0
2000,LCA,0,0.0,0.0,AUS,5,0.0
2004,LCA,0,0.0,0.0,GRE,2,0.0
2008,LCA,0,0.0,0.0,CHN,4,0.0
2012,LCA,0,0.0,0.0,GBR,4,0.0
2016,LCA,0,0.0,0.0,BRA,5,0.0
2020,LCA,0,0.0,0.0,JPN,5,0.0
2024,LCA,1,1.0,0.25,FRA,4,0.6666666666666666
1896,LES,0,0.0,0.0,GRE,0,0.0
1900,LES,0,0.0,0.0,FRA,0,0.0
1904,LES,0,0.0,0.0,USA,0,0.0
1908,LES,0,0.0,0.0,GBR,0,0.0
1912,LES,0,0.0,0.0,SWE,0,0.0
1920,LES,0,0.0,0.0,BEL,0,0.0
1924,LES,0,0.0,0.0,FRA,0,0.0
1928,LES,0,0.0,0.0,NED,0,0.0
1932,LES,0,0.0,0.0,USA,0,0.0
1936,LES,0,0.0,0.0,GER,0,0.0
1948,LES,0,0.0,0.0,GBR,0,0.0
1952,LES,0,0.0,0.0,FIN,0,0.0
1956,LES,0,0.0,0.0,AUS,0,0.0
1960,LES,0,0.0,0.0,ITA,0,0.0
1964,LES,0,0.0,0.0,JPN,0,0.0
1968,LES,0,0.0,0.0,MEX,0,0.0
1972,LES,0,0.0,0.0,FRG,1,0.0
1976,LES,0,0.0,0.0,CAN,0,0.0
1980,LES,0,0.0,0.0,URS,5,0.0
1984,LES,0,0.0,0.0,USA,4,0.0
1988,LES,0,0.0,0.0,KOR,6,0.0
1992,LES,0,0.0,0.0,ESP,6,0.0
1996,LES,0,0.0,0.0,USA,9,0.0
2000,LES,0,0.0,0.0,AUS,6,0.0
2004,LES,0,0.0,0.0,GRE,3,0.0
2008,LES,0,0.0,0.0,CHN,5,0.0
2012,LES,0,0.0,0.0,GBR,4,0.0
2016,LES,0,0.0,0.0,BRA,8,0.0
2020,LES,0,0.0,0.0,JPN,2,0.0
2024,LES,0,0.0,0.0,FRA,3,0.0
1896,LIB,0,0.0,0.0,GRE,0,0.0
1900,LIB,0,0.0,0.0,FRA,0,0.0
1904,LIB,0,0.0,0.0,USA,0,0.0
1908,LIB,0,0.0,0.0,GBR,0,0.0
1912,LIB,0,0.0,0.0,SWE,0,0.0
1920,LIB,0,0.0,0.0,BEL,0,0.0
1924,LIB,0,0.0,0.0,FRA,0,0.0
1928,LIB,0,0.0,0.0,NED,0,0.0
1932,LIB,0,0.0,0.0,USA,0,0.0
1936,LIB,0,0.0,0.0,GER,0,0.0
1948,LIB,0,0.0,0.0,GBR,8,0.0
1952,LIB,1,1.0,0.2222222222222222,FIN,9,0.6666666666666666
1956,LIB,1,0.0,0.0,AUS,0,0.6666666666666666
1960,LIB,1,0.0,0.0,ITA,19,0.6666666666666666
1964,LIB,1,0.0,0.0,JPN,5,0.0
1968,LIB,1,0.0,0.0,MEX,11,0.0
1972,LIB,2,1.0,0.05263157894736842,FRG,19,0.3333333333333333
1976,LIB,2,0.0,0.0,CAN,3,0.3333333333333333
1980,LIB,2,1.0,0.06666666666666667,URS,15,0.6666666666666666
1984,LIB,2,0.0,0.0,USA,22,0.3333333333333333
1988,LIB,2,0.0,0.0,KOR,21,0.3333333333333333
1992,LIB,2,0.0,0.0,ESP,12,0.0
1996,LIB,2,0.0,0.0,USA,1,0.0
2000,LIB,2,0.0,0.0,AUS,6,0.0
2004,LIB,2,0.0,0.0,GRE,5,0.0
2008,LIB,2,0.0,0.0,CHN,6,0.0
2012,LIB,2,0.0,0.0,GBR,10,0.0
2016,LIB,2,0.0,0.0,BRA,9,0.0
2020,LIB,2,0.0,0.0,JPN,0,0.0
2024,LIB,2,0.0,0.0,FRA,0,0.0
1896,LIE,0,0.0,0.0,GRE,0,0.0
1900,LIE,0,0.0,0.0,FRA,0,0.0
1904,LIE,0,0.0,0.0,USA,0,0.0
1908,LIE,0,0.0,0.0,GBR,0,0.0
1912,LIE,0,0.0,0.0,SWE,0,0.0
1920,LIE,0,0.0,0.0,BEL,0,0.0
1924,LIE,0,0.0,0.0,FRA,0,0.0
1928,LIE,0,0.0,0.0,NED,0,0.0
1932,LIE,0,0.0,0.0,USA,0,0.0
1936,LIE,0,0.0,0.0,GER,6,0.0
1948,LIE,0,0.0,0.0,GBR,2,0.0
1952,LIE,0,0.0,0.0,FIN,2,0.0
1956,LIE,0,0.0,0.0,AUS,0,0.0
1960,LIE,0,0.0,0.0,ITA,5,0.0
1964,LIE,0,0.0,0.0,JPN,2,0.0
1968,LIE,0,0.0,0.0,MEX,2,0.0
1972,LIE,0,0.0,0.0,FRG,6,0.0
1976,LIE,0,0.0,0.0,CAN,6,0.0
1980,LIE,0,0.0,0.0,URS,0,0.0
1984,LIE,0,0.0,0.0,USA,7,0.0
1988,LIE,0,0.0,0.0,KOR,12,0.0
1992,LIE,0,0.0,0.0,ESP,7,0.0
1996,LIE,0,0.0,0.0,USA,2,0.0
2000,LIE,0,0.0,0.0,AUS,2,0.0
2004,LIE,0,0.0,0.0,GRE,1,0.0
2008,LIE,0,0.0,0.0,CHN,2,0.0
2012,LIE,0,0.0,0.0,GBR,3,0.0
2016,LIE,0,0.0,0.0,BRA,3,0.0
2020,LIE,0,0.0,0.0,JPN,5,0.0
2024,LIE,0,0.0,0.0,FRA,1,0.0
1896,LTU,0,0.0,0.0,GRE,0,0.0
1900,LTU,0,0.0,0.0,FRA,0,0.0
1904,LTU,0,0.0,0.0,USA,0,0.0
1908,LTU,0,0.0,0.0,GBR,0,0.0
1912,LTU,0,0.0,0.0,SWE,0,0.0
1920,LTU,0,0.0,0.0,BEL,0,0.0
1924,LTU,0,0.0,0.0,FRA,13,0.0
1928,LTU,0,0.0,0.0,NED,12,0.0
1932,LTU,0,0.0,0.0,USA,0,0.0
1936,LTU,0,0.0,0.0,GER,0,0.0
1948,LTU,0,0.0,0.0,GBR,0,0.0
1952,LTU,0,0.0,0.0,FIN,0,0.0
1956,LTU,0,0.0,0.0,AUS,0,0.0
1960,LTU,0,0.0,0.0,ITA,0,0.0
1964,LTU,0,0.0,0.0,JPN,0,0.0
1968,LTU,0,0.0,0.0,MEX,0,0.0
1972,LTU,0,0.0,0.0,FRG,0,0.0
1976,LTU,0,0.0,0.0,CAN,0,0.0
1980,LTU,0,0.0,0.0,URS,0,0.0
1984,LTU,0,0.0,0.0,USA,0,0.0
1988,LTU,0,0.0,0.0,KOR,0,0.0
1992,LTU,2,0.5,0.0,ESP,47,0.0
1996,LTU,2,1.0,0.0,USA,61,0.0
2000,LTU,3,0.20000000000000004,0.08196721311475409,AUS,61,1.6666666666666667
2004,LTU,3,0.5555555555555556,0.01694915254237288,GRE,59,2.0
2008,LTU,3,0.28,0.07042253521126761,CHN,71,3.6666666666666665
2012,LTU,3,0.20000000000000004,0.08064516129032258,GBR,62,3.6666666666666665
2016,LTU,3,0.375,0.04477611940298507,BRA,67,4.333333333333333
2020,LTU,2,1.0,0.023809523809523808,JPN,42,3.0
2024,LTU,3,0.25,0.0784313725490196,FRA,51,2.6666666666666665
1896,LUX,0,0.0,0.0,GRE,0,0.0
1900,LUX,1,1.0,1.0,FRA,1,0.5
1904,LUX,1,0.0,0.0,USA,0,0.3333333333333333
1908,LUX,1,0.0,0.0,GBR,0,0.3333333333333333
1912,LUX,1,0.0,0.0,SWE,21,0.0
1920,LUX,2,1.0,0.04,BEL,25,0.3333333333333333
1924,LUX,3,1.0,0.041666666666666664,FRA,48,1.0
1928,LUX,3,1.0,0.020833333333333332,NED,48,1.3333333333333333
1932,LUX,3,0.0,0.0,USA,3,1.0
1936,LUX,3,0.0,0.0,GER,49,0.3333333333333333
1948,LUX,3,0.0,0.0,GBR,45,0.0
1952,LUX,2,1.0,0.022727272727272728,FIN,44,0.3333333333333333
1956,LUX,2,0.0,0.0,AUS,11,0.3333333333333333
1960,LUX,2,0.0,0.0,ITA,52,0.3333333333333333
1964,LUX,2,0.0,0.0,JPN,12,0.0
1968,LUX,2,0.0,0.0,MEX,5,0.0
1972,LUX,2,0.0,0.0,FRG,11,0.0
1976,LUX,2,0.0,0.0,CAN,8,0.0
1980,LUX,2,0.0,0.0,URS,3,0.0
1984,LUX,2,0.0,0.0,USA,5,0.0
1988,LUX,2,0.0,0.0,KOR,8,0.0
1992,LUX,2,0.0,0.0,ESP,6,0.0
1996,LUX,2,0.0,0.0,USA,6,0.0
2000,LUX,2,0.0,0.0,AUS,7,0.0
2004,LUX,2,0.0,0.0,GRE,10,0.0
2008,LUX,2,0.0,0.0,CHN,13,0.0
2012,LUX,2,0.0,0.0,GBR,9,0.0
2016,LUX,2,0.0,0.0,BRA,10,0.0
2020,LUX,2,0.0,0.0,JPN,12,0.0
2024,LUX,2,0.0,0.0,FRA,13,0.0
1896,MAD,0,0.0,0.0,GRE,0,0.0
1900,MAD,0,0.0,0.0,FRA,0,0.0
1904,MAD,0,0.0,0.0,USA,0,0.0
1908,MAD,0,0.0,0.0,GBR,0,0.0
1912,MAD,0,0.0,0.0,SWE,0,0.0
1920,MAD,0,0.0,0.0,BEL,0,0.0
1924,MAD,0,0.0,0.0,FRA,0,0.0
1928,MAD,0,0.0,0.0,NED,0,0.0
1932,MAD,0,0.0,0.0,USA,0,0.0
1936,MAD,0,0.0,0.0,GER,0,0.0
1948,MAD,0,0.0,0.0,GBR,0,0.0
1952,MAD,0,0.0,0.0,FIN,0,0.0
1956,MAD,0,0.0,0.0,AUS,0,0.0
1960,MAD,0,0.0,0.0,ITA,0,0.0
1964,MAD,0,0.0,0.0,JPN,3,0.0
1968,MAD,0,0.0,0.0,MEX,4,0.0
1972,MAD,0,0.0,0.0,FRG,11,0.0
1976,MAD,0,0.0,0.0,CAN,0,0.0
1980,MAD,0,0.0,0.0,URS,11,0.0
1984,MAD,0,0.0,0.0,USA,5,0.0
1988,MAD,0,0.0,0.0,KOR,0,0.0
1992,MAD,0,0.0,0.0,ESP,13,0.0
1996,MAD,0,0.0,0.0,USA,11,0.0
2000,MAD,0,0.0,0.0,AUS,11,0.0
2004,MAD,0,0.0,0.0,GRE,8,0.0
2008,MAD,0,0.0,0.0,CHN,6,0.0
2012,MAD,0,0.0,0.0,GBR,7,0.0
2016,MAD,0,0.0,0.0,BRA,6,0.0
2020,MAD,0,0.0,0.0,JPN,6,0.0
2024,MAD,0,0.0,0.0,FRA,7,0.0
1896,MAL,0,0.0,0.0,GRE,0,0.0
1900,MAL,0,0.0,0.0,FRA,0,0.0
1904,MAL,0,0.0,0.0,USA,0,0.0
1908,MAL,0,0.0,0.0,GBR,0,0.0
1912,MAL,0,0.0,0.0,SWE,0,0.0
1920,MAL,0,0.0,0.0,BEL,0,0.0
1924,MAL,0,0.0,0.0,FRA,0,0.0
1928,MAL,0,0.0,0.0,NED,0,0.0
1932,MAL,0,0.0,0.0,USA,0,0.0
1936,MAL,0,0.0,0.0,GER,0,0.0
1948,MAL,0,0.0,0.0,GBR,0,0.0
1952,MAL,0,0.0,0.0,FIN,0,0.0
1956,MAL,0,0.0,0.0,AUS,32,0.0
1960,MAL,0,0.0,0.0,ITA,9,0.0
1964,MAL,0,0.0,0.0,JPN,0,0.0
1968,MAL,0,0.0,0.0,MEX,0,0.0
1972,MAL,0,0.0,0.0,FRG,0,0.0
1976,MAL,0,0.0,0.0,CAN,0,0.0
1980,MAL,0,0.0,0.0,URS,0,0.0
1984,MAL,0,0.0,0.0,USA,0,0.0
1988,MAL,0,0.0,0.0,KOR,0,0.0
1992,MAL,0,0.0,0.0,ESP,0,0.0
1996,MAL,0,0.0,0.0,USA,0,0.0
2000,MAL,0,0.0,0.0,AUS,0,0.0
2004,MAL,0,0.0,0.0,GRE,0,0.0
2008,MAL,0,0.0,0.0,CHN,0,0.0
2012,MAL,0,0.0,0.0,GBR,0,0.0
2016,MAL,0,0.0,0.0,BRA,0,0.0
2020,MAL,0,0.0,0.0,JPN,0,0.0
2024,MAL,0,0.0,0.0,FRA,0,0.0
1896,MAR,0,0.0,0.0,GRE,0,0.0
1900,MAR,0,0.0,0.0,FRA,0,0.0
1904,MAR,0,0.0,0.0,USA,0,0.0
1908,MAR,0,0.0,0.0,GBR,0,0.0
1912,MAR,0,0.0,0.0,SWE,0,0.0
1920,MAR,0,0.0,0.0,BEL,0,0.0
1924,MAR,0,0.0,0.0,FRA,0,0.0
1928,MAR,0,0.0,0.0,NED,0,0.0
1932,MAR,0,0.0,0.0,USA,0,0.0
1936,MAR,0,0.0,0.0,GER,0,0.0
1948,MAR,0,0.0,0.0,GBR,0,0.0
1952,MAR,0,0.0,0.0,FIN,0,0.0
1956,MAR,0,0.0,0.0,AUS,0,0.0
1960,MAR,1,1.0,0.02127659574468085,ITA,47,0.3333333333333333
1964,MAR,1,0.0,0.0,JPN,20,0.3333333333333333
1968,MAR,1,0.0,0.0,MEX,25,0.3333333333333333
1972,MAR,1,0.0,0.0,FRG,35,0.0
1976,MAR,1,0.0,0.0,CAN,9,0.0
1980,MAR,1,0.0,0.0,URS,0,0.0
1984,MAR,1,1.0,0.058823529411764705,USA,34,0.6666666666666666
1988,MAR,2,0.5555555555555556,0.1111111111111111,KOR,27,1.6666666666666667
1992,MAR,2,0.5555555555555556,0.022727272727272728,ESP,44,2.0
1996,MAR,2,1.0,0.058823529411764705,USA,34,2.0
2000,MAR,2,0.6800000000000002,0.05454545454545454,AUS,55,2.0
2004,MAR,2,1.0,0.03636363636363636,GRE,55,2.3333333333333335
2008,MAR,2,1.0,0.02127659574468085,CHN,47,2.0
2012,MAR,2,1.0,0.015873015873015872,GBR,63,1.3333333333333333
2016,MAR,2,1.0,0.020833333333333332,BRA,48,1.0
2020,MAR,2,1.0,0.021739130434782608,JPN,46,1.0
2024,MAR,3,0.5,0.01639344262295082,FRA,61,1.0
1896,MAS,0,0.0,0.0,GRE,0,0.0
1900,MAS,0,0.0,0.0,FRA,0,0.0
1904,MAS,0,0.0,0.0,USA,0,0.0
1908,MAS,0,0.0,0.0,GBR,0,0.0
1912,MAS,0,0.0,0.0,SWE,0,0.0
1920,MAS,0,0.0,0.0,BEL,0,0.0
1924,MAS,0,0.0,0.0,FRA,0,0.0
1928,MAS,0,0.0,0.0,NED,0,0.0
1932,MAS,0,0.0,0.0,USA,0,0.0
1936,MAS,0,0.0,0.0,GER,0,0.0
1948,MAS,0,0.0,0.0,GBR,0,0.0
1952,MAS,0,0.0,0.0,FIN,0,0.0
1956,MAS,0,0.0,0.0,AUS,0,0.0
1960,MAS,0,0.0,0.0,ITA,0,0.0
1964,MAS,0,0.0,0.0,JPN,61,0.0
1968,MAS,0,0.0,0.0,MEX,31,0.0
1972,MAS,0,0.0,0.0,FRG,44,0.0
1976,MAS,0,0.0,0.0,CAN,23,0.0
1980,MAS,0,0.0,0.0,URS,0,0.0
1984,MAS,0,0.0,0.0,USA,21,0.0
1988,MAS,0,0.0,0.0,KOR,9,0.0
1992,MAS,1,1.0,0.038461538461538464,ESP,26,0.3333333333333333
1996,MAS,1,1.0,0.05714285714285714,USA,35,1.0
2000,MAS,1,0.0,0.0,AUS,40,1.0
2004,MAS,1,0.0,0.0,GRE,26,0.6666666666666666
2008,MAS,1,1.0,0.03225806451612903,CHN,31,0.3333333333333333
2012,MAS,2,0.5,0.03571428571428571,GBR,28,0.6666666666666666
2016,MAS,3,0.44000000000000006,0.09375,BRA,32,1.6666666666666667
2020,MAS,2,0.5,0.06666666666666667,JPN,30,2.0
2024,MAS,2,1.0,0.07692307692307693,FRA,26,2.3333333333333335
1896,MAW,0,0.0,0.0,GRE,0,0.0
1900,MAW,0,0.0,0.0,FRA,0,0.0
1904,MAW,0,0.0,0.0,USA,0,0.0
1908,MAW,0,0.0,0.0,GBR,0,0.0
1912,MAW,0,0.0,0.0,SWE,0,0.0
1920,MAW,0,0.0,0.0,BEL,0,0.0
1924,MAW,0,0.0,0.0,FRA,0,0.0
1928,MAW,0,0.0,0.0,NED,0,0.0
1932,MAW,0,0.0,0.0,USA,0,0.0
1936,MAW,0,0.0,0.0,GER,0,0.0
1948,MAW,0,0.0,0.0,GBR,0,0.0
1952,MAW,0,0.0,0.0,FIN,0,0.0
1956,MAW,0,0.0,0.0,AUS,0,0.0
1960,MAW,0,0.0,0.0,ITA,0,0.0
1964,MAW,0,0.0,0.0,JPN,0,0.0
1968,MAW,0,0.0,0.0,MEX,0,0.0
1972,MAW,0,0.0,0.0,FRG,16,0.0
1976,MAW,0,0.0,0.0,CAN,0,0.0
1980,MAW,0,0.0,0.0,URS,0,0.0
1984,MAW,0,0.0,0.0,USA,15,0.0
1988,MAW,0,0.0,0.0,KOR,16,0.0
1992,MAW,0,0.0,0.0,ESP,4,0.0
1996,MAW,0,0.0,0.0,USA,2,0.0
2000,MAW,0,0.0,0.0,AUS,2,0.0
2004,MAW,0,0.0,0.0,GRE,4,0.0
2008,MAW,0,0.0,0.0,CHN,4,0.0
2012,MAW,0,0.0,0.0,GBR,3,0.0
2016,MAW,0,0.0,0.0,BRA,5,0.0
2020,MAW,0,0.0,0.0,JPN,5,0.0
2024,MAW,0,0.0,0.0,FRA,3,0.0
1896,MDA,0,0.0,0.0,GRE,0,0.0
1900,MDA,0,0.0,0.0,FRA,0,0.0
1904,MDA,0,0.0,0.0,USA,0,0.0
1908,MDA,0,0.0,0.0,GBR,0,0.0
1912,MDA,0,0.0,0.0,SWE,0,0.0
1920,MDA,0,0.0,0.0,BEL,0,0.0
1924,MDA,0,0.0,0.0,FRA,0,0.0
1928,MDA,0,0.0,0.0,NED,0,0.0
1932,MDA,0,0.0,0.0,USA,0,0.0
1936,MDA,0,0.0,0.0,GER,0,0.0
1948,MDA,0,0.0,0.0,GBR,0,0.0
1952,MDA,0,0.0,0.0,FIN,0,0.0
1956,MDA,0,0.0,0.0,AUS,0,0.0
1960,MDA,0,0.0,0.0,ITA,0,0.0
1964,MDA,0,0.0,0.0,JPN,0,0.0
1968,MDA,0,0.0,0.0,MEX,0,0.0
1972,MDA,0,0.0,0.0,FRG,0,0.0
1976,MDA,0,0.0,0.0,CAN,0,0.0
1980,MDA,0,0.0,0.0,URS,0,0.0
1984,MDA,0,0.0,0.0,USA,0,0.0
1988,MDA,0,0.0,0.0,KOR,0,0.0
1992,MDA,0,0.0,0.0,ESP,0,0.0
1996,MDA,2,0.5,0.05,USA,40,0.6666666666666666
2000,MDA,3,0.5,0.058823529411764705,AUS,34,1.3333333333333333
2004,MDA,3,0.0,0.0,GRE,33,1.3333333333333333
2008,MDA,3,1.0,0.034482758620689655,CHN,29,1.0
2012,MDA,3,1.0,0.1,GBR,20,1.0
2016,MDA,3,0.0,0.0,BRA,23,1.0
2020,MDA,3,1.0,0.05,JPN,20,1.0
2024,MDA,3,0.375,0.11538461538461539,FRA,26,1.3333333333333333
1896,MDV,0,0.0,0.0,GRE,0,0.0
1900,MDV,0,0.0,0.0,FRA,0,0.0
1904,MDV,0,0.0,0.0,USA,0,0.0
1908,MDV,0,0.0,0.0,GBR,0,0.0
1912,MDV,0,0.0,0.0,SWE,0,0.0
1920,MDV,0,0.0,0.0,BEL,0,0.0
1924,MDV,0,0.0,0.0,FRA,0,0.0
1928,MDV,0,0.0,0.0,NED,0,0.0
1932,MDV,0,0.0,0.0,USA,0,0.0
1936,MDV,0,0.0,0.0,GER,0,0.0
1948,MDV,0,0.0,0.0,GBR,0,0.0
1952,MDV,0,0.0,0.0,FIN,0,0.0
1956,MDV,0,0.0,0.0,AUS,0,0.0
1960,MDV,0,0.0,0.0,ITA,0,0.0
1964,MDV,0,0.0,0.0,JPN,0,0.0
1968,MDV,0,0.0,0.0,MEX,0,0.0
1972,MDV,0,0.0,0.0,FRG,0,0.0
1976,MDV,0,0.0,0.0,CAN,0,0.0
1980,MDV,0,0.0,0.0,URS,0,0.0
1984,MDV,0,0.0,0.0,USA,0,0.0
1988,MDV,0,0.0,0.0,KOR,7,0.0
1992,MDV,0,0.0,0.0,ESP,7,0.0
1996,MDV,0,0.0,0.0,USA,6,0.0
2000,MDV,0,0.0,0.0,AUS,4,0.0
2004,MDV,0,0.0,0.0,GRE,4,0.0
2008,MDV,0,0.0,0.0,CHN,4,0.0
2012,MDV,0,0.0,0.0,GBR,5,0.0
2016,MDV,0,0.0,0.0,BRA,4,0.0
2020,MDV,0,0.0,0.0,JPN,4,0.0
2024,MDV,0,0.0,0.0,FRA,5,0.0
1896,MEX,0,0.0,0.0,GRE,0,0.0
1900,MEX,1,1.0,1.0,FRA,1,0.5
1904,MEX,0,0.0,0.0,USA,0,0.3333333333333333
1908,MEX,1,0.0,0.0,GBR,0,0.3333333333333333
1912,MEX,0,0.0,0.0,SWE,0,0.0
1920,MEX,1,0.0,0.0,BEL,0,0.0
1924,MEX,1,0.0,0.0,FRA,15,0.0
1928,MEX,0,0.0,0.0,NED,30,0.0
1932,MEX,2,0.5,0.027777777777777776,USA,72,0.6666666666666666
1936,MEX,3,0.3333333333333333,0.03125,GER,32,1.0
1948,MEX,3,0.6800000000000002,0.045454545454545456,GBR,88,2.6666666666666665
1952,MEX,3,1.0,0.015625,FIN,64,2.3333333333333335
1956,MEX,3,1.0,0.041666666666666664,AUS,24,2.3333333333333335
1960,MEX,3,1.0,0.014492753623188406,ITA,69,1.0
1964,MEX,3,1.0,0.010752688172043012,JPN,93,1.0
1968,MEX,3,0.2839506172839506,0.022058823529411766,MEX,272,2.6666666666666665
1972,MEX,3,1.0,0.0,FRG,171,2.3333333333333335
1976,MEX,3,0.5,0.020833333333333332,CAN,96,2.6666666666666665
1980,MEX,3,0.625,0.08888888888888889,URS,45,2.0
1984,MEX,3,0.33333333333333337,0.04081632653061224,USA,98,3.6666666666666665
1988,MEX,3,0.5,0.012345679012345678,KOR,81,3.3333333333333335
1992,MEX,3,1.0,0.00980392156862745,ESP,102,2.3333333333333335
1996,MEX,3,1.0,0.010309278350515464,USA,97,1.0
2000,MEX,3,0.22222222222222227,0.05128205128205128,AUS,78,2.0
2004,MEX,3,0.375,0.03669724770642202,GRE,109,3.0
2008,MEX,3,0.5555555555555556,0.03614457831325301,CHN,83,3.6666666666666665
2012,MEX,3,0.30612244897959184,0.0707070707070707,GBR,99,4.666666666666667
2016,MEX,3,0.20000000000000004,0.03278688524590164,BRA,122,4.666666666666667
2020,MEX,3,0.25,0.024691358024691357,JPN,162,5.0
2024,MEX,3,0.28,0.037037037037037035,FRA,108,4.333333333333333
1896,MGL,0,0.0,0.0,GRE,0,0.0
1900,MGL,0,0.0,0.0,FRA,0,0.0
1904,MGL,0,0.0,0.0,USA,0,0.0
1908,MGL,0,0.0,0.0,GBR,0,0.0
1912,MGL,0,0.0,0.0,SWE,0,0.0
1920,MGL,0,0.0,0.0,BEL,0,0.0
1924,MGL,0,0.0,0.0,FRA,0,0.0
1928,MGL,0,0.0,0.0,NED,0,0.0
1932,MGL,0,0.0,0.0,USA,0,0.0
1936,MGL,0,0.0,0.0,GER,0,0.0
1948,MGL,0,0.0,0.0,GBR,0,0.0
1952,MGL,0,0.0,0.0,FIN,0,0.0
1956,MGL,0,0.0,0.0,AUS,0,0.0
1960,MGL,0,0.0,0.0,ITA,0,0.0
1964,MGL,0,0.0,0.0,JPN,21,0.0
1968,MGL,1,1.0,0.25,MEX,16,1.3333333333333333
1972,MGL,1,1.0,0.02564102564102564,FRG,39,1.6666666666666667
1976,MGL,1,1.0,0.03125,CAN,32,2.0
1980,MGL,2,0.5,0.09302325581395349,URS,43,2.0
1984,MGL,2,0.0,0.0,USA,0,1.6666666666666667
1988,MGL,3,1.0,0.0,KOR,28,1.3333333333333333
1992,MGL,3,0.5,0.030303030303030304,ESP,33,0.3333333333333333
1996,MGL,3,1.0,0.0625,USA,16,0.6666666666666666
2000,MGL,3,0.0,0.0,AUS,20,0.6666666666666666
2004,MGL,3,1.0,0.0,GRE,20,0.3333333333333333
2008,MGL,3,0.375,0.14285714285714285,CHN,28,1.3333333333333333
2012,MGL,3,0.3600000000000001,0.13793103448275862,GBR,29,2.6666666666666665
2016,MGL,3,0.5,0.046511627906976744,BRA,43,3.3333333333333335
2020,MGL,3,0.625,0.09302325581395349,JPN,43,3.3333333333333335
2024,MGL,3,1.0,0.03125,FRA,32,2.3333333333333335
1896,MHL,0,0.0,0.0,GRE,0,0.0
1900,MHL,0,0.0,0.0,FRA,0,0.0
1904,MHL,0,0.0,0.0,USA,0,0.0
1908,MHL,0,0.0,0.0,GBR,0,0.0
1912,MHL,0,0.0,0.0,SWE,0,0.0
1920,MHL,0,0.0,0.0,BEL,0,0.0
1924,MHL,0,0.0,0.0,FRA,0,0.0
1928,MHL,0,0.0,0.0,NED,0,0.0
1932,MHL,0,0.0,0.0,USA,0,0.0
1936,MHL,0,0.0,0.0,GER,0,0.0
1948,MHL,0,0.0,0.0,GBR,0,0.0
1952,MHL,0,0.0,0.0,FIN,0,0.0
1956,MHL,0,0.0,0.0,AUS,0,0.0
1960,MHL,0,0.0,0.0,ITA,0,0.0
1964,MHL,0,0.0,0.0,JPN,0,0.0
1968,MHL,0,0.0,0.0,MEX,0,0.0
1972,MHL,0,0.0,0.0,FRG,0,0.0
1976,MHL,0,0.0,0.0,CAN,0,0.0
1980,MHL,0,0.0,0.0,URS,0,0.0
1984,MHL,0,0.0,0.0,USA,0,0.0
1988,MHL,0,0.0,0.0,KOR,0,0.0
1992,MHL,0,0.0,0.0,ESP,0,0.0
1996,MHL,0,0.0,0.0,USA,0,0.0
2000,MHL,0,0.0,0.0,AUS,0,0.0
2004,MHL,0,0.0,0.0,GRE,0,0.0
2008,MHL,0,0.0,0.0,CHN,5,0.0
2012,MHL,0,0.0,0.0,GBR,4,0.0
2016,MHL,0,0.0,0.0,BRA,5,0.0
2020,MHL,0,0.0,0.0,JPN,2,0.0
2024,MHL,0,0.0,0.0,FRA,4,0.0
1896,MKD,0,0.0,0.0,GRE,0,0.0
1900,MKD,0,0.0,0.0,FRA,0,0.0
1904,MKD,0,0.0,0.0,USA,0,0.0
1908,MKD,0,0.0,0.0,GBR,0,0.0
1912,MKD,0,0.0,0.0,SWE,0,0.0
1920,MKD,0,0.0,0.0,BEL,0,0.0
1924,MKD,0,0.0,0.0,FRA,0,0.0
1928,MKD,0,0.0,0.0,NED,0,0.0
1932,MKD,0,0.0,0.0,USA,0,0.0
1936,MKD,0,0.0,0.0,GER,0,0.0
1948,MKD,0,0.0,0.0,GBR,0,0.0
1952,MKD,0,0.0,0.0,FIN,0,0.0
1956,MKD,0,0.0,0.0,AUS,0,0.0
1960,MKD,0,0.0,0.0,ITA,0,0.0
1964,MKD,0,0.0,0.0,JPN,0,0.0
1968,MKD,0,0.0,0.0,MEX,0,0.0
1972,MKD,0,0.0,0.0,FRG,0,0.0
1976,MKD,0,0.0,0.0,CAN,0,0.0
1980,MKD,0,0.0,0.0,URS,0,0.0
1984,MKD,0,0.0,0.0,USA,0,0.0
1988,MKD,0,0.0,0.0,KOR,0,0.0
1992,MKD,0,0.0,0.0,ESP,0,0.0
1996,MKD,0,0.0,0.0,USA,11,0.0
2000,MKD,1,1.0,0.1,AUS,10,0.3333333333333333
2004,MKD,1,0.0,0.0,GRE,10,0.3333333333333333
2008,MKD,1,0.0,0.0,CHN,7,0.3333333333333333
2012,MKD,1,0.0,0.0,GBR,4,0.0
2016,MKD,1,0.0,0.0,BRA,6,0.0
